Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory,color
La Muette,48.858247660628045,2.2732074118352066,Cité de l'Architecture et du Patrimoine,48.86270323443792,2.28865385055542,Museum,blue
La Muette,48.858247660628045,2.2732074118352066,Hôtel Passy Eiffel,48.858403549218046,2.2835683435149656,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Le Chalet des Îles,48.863383719138014,2.260407216926533,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Yooma Urban Lodge,48.85084434916715,2.2848975557612925,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Le Scheffer,48.86209438402765,2.282565716476193,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Marcello Ristorante,48.858730533435114,2.2851778354137045,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Jardins de l'OECD,48.861891542607296,2.269320487976074,Garden,green
La Muette,48.858247660628045,2.2732074118352066,Square Alboni,48.85774112125558,2.285531759262085,Plaza,red
La Muette,48.858247660628045,2.2732074118352066,La Petite Tour,48.859141857300386,2.2830485407065653,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Comice,48.849499256061385,2.2760850191116333,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Le Concert de Cuisine,48.853026609515574,2.2880297233654057,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Bar de l'Hôtel Raphaël,48.8620849008387,2.2825786870567275,Bar,beige
La Muette,48.858247660628045,2.2732074118352066,La Girafe,48.862179807057025,2.2888498289765167,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Saint James Paris,48.87050892029931,2.2798562049865723,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Fondation Le Corbusier,48.851880945412205,2.2653743392129138,Museum,blue
La Muette,48.858247660628045,2.2732074118352066,Il Far'niente,48.849650955216646,2.2684233164098195,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,San Francisco,48.847180783780146,2.2733277309459,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Renaissance Paris Le Parc Trocadero Hotel,48.86726787351774,2.285690009593964,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Béchu,48.86819768903303,2.2814843058586116,Bakery,
La Muette,48.858247660628045,2.2732074118352066,Lenôtre,48.847849229616365,2.265321925340599,Shop,orange
La Muette,48.858247660628045,2.2732074118352066,Ristorante Sgabetti,48.86583423770566,2.2834922140039198,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,La Coincidence,48.86811207825874,2.2842779971630627,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Chez Maram,48.86506883984457,2.2900657186461277,Bar,beige
La Muette,48.858247660628045,2.2732074118352066,Shangri-La Hotel Paris,48.86376224925471,2.2931055812929597,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Sushi Marché,48.84663543209096,2.2711609789369884,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Le Petit Rétro,48.868771,2.284863,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,"Le Dokhan's, a Tribute Portfolio Hotel, Paris",48.866330983104355,2.2867575287818913,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Hiramatsu,48.86506,2.287656,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Boulangerie Desgranges,48.85850346934557,2.2838124632835393,Bakery,
La Muette,48.858247660628045,2.2732074118352066,Woo-Jung  ,48.85881378404288,2.2854064390637165,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,L'Abreuvoir,48.851993562253135,2.2888864268890803,Bistro,
La Muette,48.858247660628045,2.2732074118352066,Marzo Rive Droite,48.867059999999995,2.287616,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,À la Fontaine,48.85287315326232,2.27594193885305,Bistro,
La Muette,48.858247660628045,2.2732074118352066,Restaurant 58 Tour Eiffel,48.85836582402155,2.294248938560486,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Hôtel Baltimore,48.8664218326495,2.2892960282417794,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,XVIème Avenue,48.866445316438856,2.285950183868408,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Hôtel La Clef Tour Eiffel,48.86458533113142,2.288379777717398,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Bar du Shangri-La Hotel,48.863652544268724,2.2935354709625244,Bar,beige
La Muette,48.858247660628045,2.2732074118352066,Hexagone,48.864411,2.288549,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Huré,48.866910651737754,2.278766068670834,Bakery,
La Muette,48.858247660628045,2.2732074118352066,Les Tablettes de Jean-Louis Nomicos,48.8702265833511,2.282893297721712,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Plan B,48.84898130901825,2.29075200855732,Bar,beige
La Muette,48.858247660628045,2.2732074118352066,Hôtel Eiffel Saint-Charles,48.849969396883104,2.2884838521219333,Hotel,pink
La Muette,48.858247660628045,2.2732074118352066,Piccola Roma,48.866202200943476,2.28834325869881,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Le Jules Verne,48.85824525912543,2.294529548692048,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Saint-James Club,48.870378830893955,2.2800613141352204,Bar,beige
La Muette,48.858247660628045,2.2732074118352066,Solemar,48.848418017978055,2.26107509927761,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Le Bal de la Marine,48.857909273021534,2.2903588754611626,Bar,beige
La Muette,48.858247660628045,2.2732074118352066,O Coffeeshop,48.84908977470434,2.2911483049392696,Shop,orange
La Muette,48.858247660628045,2.2732074118352066,Non Solo Pizze,48.86869699459889,2.2848102450370793,Restaurant,gray
La Muette,48.858247660628045,2.2732074118352066,Hôtel Eiffel Trocadéro,48.86136234,2.28635213,Hotel,pink
Porte-Dauphine,48.867530000000045,2.2802600000000552,Saint James Paris,48.87050892029931,2.2798562049865723,Hotel,pink
Porte-Dauphine,48.867530000000045,2.2802600000000552,Béchu,48.86819768903303,2.2814843058586116,Bakery,
Porte-Dauphine,48.867530000000045,2.2802600000000552,Le Petit Rétro,48.868771,2.284863,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,Place du Trocadéro,48.86295026846909,2.287205457687378,Plaza,red
Porte-Dauphine,48.867530000000045,2.2802600000000552,Marzo Rive Droite,48.867059999999995,2.287616,Restaurant,gray
Porte-Dauphine,48.867530000000045,2.2802600000000552,"Le Dokhan's, a Tribute Portfolio Hotel, Paris",48.866330983104355,2.2867575287818913,Hotel,pink
Porte-Dauphine,48.867530000000045,2.2802600000000552,Lenôtre,48.871055324615476,2.2886208048056176,Shop,orange
Porte-Dauphine,48.867530000000045,2.2802600000000552,Place Victor Hugo,48.869640999999994,2.285318,Plaza,red
Porte-Dauphine,48.867530000000045,2.2802600000000552,La Petite Marquise,48.86951339619039,2.28566965052709,Bakery,
Porte-Dauphine,48.867530000000045,2.2802600000000552,Hôtel Baltimore,48.8664218326495,2.2892960282417794,Hotel,pink
